X1,X2,X3,X4,X5,X6,X7,X8
03856KHSV,2021-03-03T10:44:00Z,0.086,N,303,4,300,5
03856KHSV,2021-03-03T10:45:00Z,0.085,N,301,4,302,5
03856KHSV,2021-03-03T10:46:00Z,0.084,N,303,5,304,5
03856KHSV,2021-03-03T10:47:00Z,0.08,N,306,5,306,6
03856KHSV,2021-03-03T10:48:00Z,0.08,N,308,5,304,5
03856KHSV,2021-03-03T10:49:00Z,0.081,N,311,4,322,5
03856KHSV,2021-03-03T10:50:00Z,0.083,N,314,4,319,5
03856KHSV,2021-03-03T10:51:00Z,0.083,N,317,4,323,5
03856KHSV,2021-03-03T10:52:00Z,0.082,N,318,4,316,5
03856KHSV,2021-03-03T10:53:00Z,0.08,N,317,4,321,6
03856KHSV,2021-03-03T10:54:00Z,0.079,N,317,5,322,5
03856KHSV,2021-03-03T10:55:00Z,0.078,N,317,5,319,6
03856KHSV,2021-03-03T10:56:00Z,0.077,N,318,5,315,6
03856KHSV,2021-03-03T10:57:00Z,0.075,N,320,5,321,6
03856KHSV,2021-03-03T10:58:00Z,0.075,N,321,5,319,6
03856KHSV,2021-03-03T10:59:00Z,0.074,N,322,5,323,6
03856KHSV,2021-03-03T11:00:00Z,0.075,N,323,5,326,5
03856KHSV,2021-03-03T11:01:00Z,0.075,N,325,5,327,5
03856KHSV,2021-03-03T11:02:00Z,0.073,N,324,4,325,6
03856KHSV,2021-03-03T11:03:00Z,0.072,N,321,5,326,6
03856KHSV,2021-03-03T11:04:00Z,0.075,N,321,5,321,6
03856KHSV,2021-03-03T11:05:00Z,0.077,N,321,5,324,6
03856KHSV,2021-03-03T11:06:00Z,0.077,N,322,5,321,6
03856KHSV,2021-03-03T11:07:00Z,0.074,N,322,5,325,6
03856KHSV,2021-03-03T11:08:00Z,0.074,N,323,4,322,5
03856KHSV,2021-03-03T11:09:00Z,0.075,N,323,4,326,5
03856KHSV,2021-03-03T11:10:00Z,0.074,N,326,4,326,6
03856KHSV,2021-03-03T11:11:00Z,0.073,N,328,5,328,6
03856KHSV,2021-03-03T11:12:00Z,0.076,N,326,4,328,5
03856KHSV,2021-03-03T11:13:00Z,0.079,N,325,4,325,5
03856KHSV,2021-03-03T11:14:00Z,0.081,N,324,4,326,6
03856KHSV,2021-03-03T11:15:00Z,0.082,N,326,5,327,6
03856KHSV,2021-03-03T11:16:00Z,0.08,N,327,5,328,6
03856KHSV,2021-03-03T11:17:00Z,0.081,N,326,5,318,5
03856KHSV,2021-03-03T11:18:00Z,0.083,N,324,4,329,5
03856KHSV,2021-03-03T11:19:00Z,0.082,N,324,4,325,5
03856KHSV,2021-03-03T11:20:00Z,0.085,N,325,4,329,4
03856KHSV,2021-03-03T11:21:00Z,0.083,N,323,4,328,4
03856KHSV,2021-03-03T11:22:00Z,0.082,N,323,4,325,4
03856KHSV,2021-03-03T11:23:00Z,0.078,N,324,3,323,4
03856KHSV,2021-03-03T11:24:00Z,0.082,N,327,3,339,4
03856KHSV,2021-03-03T11:25:00Z,0.08,N,330,3,330,4
03856KHSV,2021-03-03T11:26:00Z,0.081,N,331,3,332,3
03856KHSV,2021-03-03T11:27:00Z,0.077,N,334,3,347,4
03856KHSV,2021-03-03T11:28:00Z,0.077,N,332,3,340,4
03856KHSV,2021-03-03T11:29:00Z,0.078,N,330,3,332,4
03856KHSV,2021-03-03T11:30:00Z,0.075,N,329,3,328,4
03856KHSV,2021-03-03T11:31:00Z,0.077,N,329,3,337,4
03856KHSV,2021-03-03T11:32:00Z,0.073,N,327,3,325,4
03856KHSV,2021-03-03T11:33:00Z,0.072,N,327,3,325,4
03856KHSV,2021-03-03T11:34:00Z,0.073,N,329,4,330,4
03856KHSV,2021-03-03T11:35:00Z,0.073,N,329,4,329,4
03856KHSV,2021-03-03T11:36:00Z,0.074,N,329,4,325,4
03856KHSV,2021-03-03T11:37:00Z,0.073,N,328,3,327,4
03856KHSV,2021-03-03T11:38:00Z,0.07,N,328,3,329,4
03856KHSV,2021-03-03T11:39:00Z,0.07,N,329,3,329,4
03856KHSV,2021-03-03T11:40:00Z,0.069,N,330,4,333,5
03856KHSV,2021-03-03T11:41:00Z,0.071,N,331,3,334,4
03856KHSV,2021-03-03T11:42:00Z,0.07,N,329,3,331,4
03856KHSV,2021-03-03T11:43:00Z,0.071,N,327,3,330,4
03856KHSV,2021-03-03T11:44:00Z,0.073,N,329,3,325,3
03856KHSV,2021-03-03T11:45:00Z,0.072,N,329,3,329,4
03856KHSV,2021-03-03T11:46:00Z,0.068,N,326,3,329,4
03856KHSV,2021-03-03T11:47:00Z,0.066,N,325,3,328,5
03856KHSV,2021-03-03T11:48:00Z,0.065,N,326,3,322,4
03856KHSV,2021-03-03T11:49:00Z,0.065,N,327,3,327,3
03856KHSV,2021-03-03T11:50:00Z,0.066,N,329,3,333,3
03856KHSV,2021-03-03T11:51:00Z,0.066,N,333,3,336,3
03856KHSV,2021-03-03T11:52:00Z,0.065,N,336,3,335,4
03856KHSV,2021-03-03T11:53:00Z,0.063,N,337,3,339,3
03856KHSV,2021-03-03T11:54:00Z,0.065,N,337,3,337,3
03856KHSV,2021-03-03T11:55:00Z,0.063,N,337,3,347,4
03856KHSV,2021-03-03T11:56:00Z,0.064,N,335,3,332,4
03856KHSV,2021-03-03T11:57:00Z,0.064,N,334,3,336,4
03856KHSV,2021-03-03T11:58:00Z,0.063,N,337,3,343,4
03856KHSV,2021-03-03T11:59:00Z,0.063,N,343,3,341,4
03856KHSV,2021-03-03T12:00:00Z,0.062,N,346,3,346,4
03856KHSV,2021-03-03T12:01:00Z,0.061,N,344,3,350,4
03856KHSV,2021-03-03T12:02:00Z,0.063,N,346,4,347,5
03856KHSV,2021-03-03T12:03:00Z,0.06,N,351,4,357,5
03856KHSV,2021-03-03T12:04:00Z,0.057,N,355,4,356,4
03856KHSV,2021-03-03T12:05:00Z,0.055,N,356,4,356,4
03856KHSV,2021-03-03T12:06:00Z,0.054,N,357,3,3,4
03856KHSV,2021-03-03T12:07:00Z,0.054,N,357,3,355,4
03856KHSV,2021-03-03T12:08:00Z,0.054,N,356,4,354,4
03856KHSV,2021-03-03T12:09:00Z,0.056,N,354,4,359,4
03856KHSV,2021-03-03T12:10:00Z,0.057,N,354,4,352,4
03856KHSV,2021-03-03T12:11:00Z,0.057,N,355,4,358,4
03856KHSV,2021-03-03T12:12:00Z,0.057,N,355,4,354,4
03856KHSV,2021-03-03T12:13:00Z,0.057,N,355,4,358,4
03856KHSV,2021-03-03T12:14:00Z,0.058,N,356,4,358,4
03856KHSV,2021-03-03T12:15:00Z,0.057,N,356,4,356,4
03856KHSV,2021-03-03T12:16:00Z,0.058,N,356,4,356,4
03856KHSV,2021-03-03T12:17:00Z,0.059,N,354,4,356,4
03856KHSV,2021-03-03T12:18:00Z,0.057,N,352,4,350,4
03856KHSV,2021-03-03T12:19:00Z,0.055,N,349,4,348,4
03856KHSV,2021-03-03T12:20:00Z,0.055,N,346,4,350,4
03856KHSV,2021-03-03T12:21:00Z,0.056,N,345,4,349,4
03856KHSV,2021-03-03T12:22:00Z,0.056,N,347,4,357,5
03856KHSV,2021-03-03T12:23:00Z,0.055,N,350,4,347,4
03856KHSV,2021-03-03T12:24:00Z,0.055,N,354,3,358,4
03856KHSV,2021-03-03T12:25:00Z,0.056,N,1,3,8,4
03856KHSV,2021-03-03T12:26:00Z,0.055,N,7,3,15,4
03856KHSV,2021-03-03T12:27:00Z,0.054,N,9,3,8,4
03856KHSV,2021-03-03T12:28:00Z,0.053,N,7,3,6,4
03856KHSV,2021-03-03T12:29:00Z,0.054,N,6,3,7,3
03856KHSV,2021-03-03T12:30:00Z,0.054,N,6,3,10,4
03856KHSV,2021-03-03T12:31:00Z,0.054,N,7,3,10,3
03856KHSV,2021-03-03T12:32:00Z,0.054,N,7,3,6,3
03856KHSV,2021-03-03T12:33:00Z,0.053,N,10,3,13,3
03856KHSV,2021-03-03T12:34:00Z,0.054,N,15,3,20,3
03856KHSV,2021-03-03T12:35:00Z,0.054,N,20,3,23,3
03856KHSV,2021-03-03T12:36:00Z,0.053,N,26,3,29,4
03856KHSV,2021-03-03T12:37:00Z,0.053,N,32,3,34,4
03856KHSV,2021-03-03T12:38:00Z,0.052,N,40,3,45,4
03856KHSV,2021-03-03T12:39:00Z,0.053,N,54,3,75,4
03856KHSV,2021-03-03T12:40:00Z,0.054,N,74,4,85,5
03856KHSV,2021-03-03T12:41:00Z,0.055,N,89,4,91,5
03856KHSV,2021-03-03T12:42:00Z,0.054,N,97,4,96,5
03856KHSV,2021-03-03T12:43:00Z,0.055,N,101,4,100,5
03856KHSV,2021-03-03T12:44:00Z,0.056,N,106,4,105,5
03856KHSV,2021-03-03T12:45:00Z,0.062,N,108,4,102,4
03856KHSV,2021-03-03T12:46:00Z,0.067,N,105,4,104,4
03856KHSV,2021-03-03T12:47:00Z,0.069,N,101,3,95,4
03856KHSV,2021-03-03T12:48:00Z,0.069,N,93,3,79,3
03856KHSV,2021-03-03T12:49:00Z,0.07,N,82,3,76,4
03856KHSV,2021-03-03T12:50:00Z,0.071,N,73,3,60,4
03856KHSV,2021-03-03T12:51:00Z,0.069,N,63,3,60,3
03856KHSV,2021-03-03T12:52:00Z,0.067,N,54,3,46,3
03856KHSV,2021-03-03T12:53:00Z,0.067,N,44,2,36,3
03856KHSV,2021-03-03T12:54:00Z,0.066,N,35,2,25,3
03856KHSV,2021-03-03T12:55:00Z,0.064,N,28,3,28,3
03856KHSV,2021-03-03T12:56:00Z,0.062,N,26,3,27,4
03856KHSV,2021-03-03T12:57:00Z,0.059,N,27,3,29,3
03856KHSV,2021-03-03T12:58:00Z,0.057,N,30,3,33,4
03856KHSV,2021-03-03T12:59:00Z,0.057,N,31,3,28,4
03856KHSV,2021-03-03T13:00:00Z,0.058,N,29,4,32,4
03856KHSV,2021-03-03T13:01:00Z,0.057,N,24,4,16,4
03856KHSV,2021-03-03T13:02:00Z,0.058,N,17,4,12,4
03856KHSV,2021-03-03T13:03:00Z,0.059,N,12,4,10,5
03856KHSV,2021-03-03T13:04:00Z,0.059,N,9,4,4,5
03856KHSV,2021-03-03T13:05:00Z,0.059,N,4,4,5,5
03856KHSV,2021-03-03T13:06:00Z,0.062,N,7,4,19,4
03856KHSV,2021-03-03T13:07:00Z,0.061,N,15,4,19,4
03856KHSV,2021-03-03T13:08:00Z,0.062,N,18,4,17,4
03856KHSV,2021-03-03T13:09:00Z,0.064,N,18,4,18,4
03856KHSV,2021-03-03T13:10:00Z,0.063,N,18,4,19,4
03856KHSV,2021-03-03T13:11:00Z,0.063,N,18,4,17,4
03856KHSV,2021-03-03T13:12:00Z,0.061,N,19,4,22,4
03856KHSV,2021-03-03T13:13:00Z,0.058,N,23,4,28,4
03856KHSV,2021-03-03T13:14:00Z,0.057,N,28,4,32,4
03856KHSV,2021-03-03T13:15:00Z,0.057,N,31,4,32,4
03856KHSV,2021-03-03T13:16:00Z,0.056,N,33,4,34,4
03856KHSV,2021-03-03T13:17:00Z,0.064,N,34,4,35,4
03856KHSV,2021-03-03T13:18:00Z,0.063,N,36,4,39,4
03856KHSV,2021-03-03T13:19:00Z,0.06,N,40,4,44,4
03856KHSV,2021-03-03T13:20:00Z,0.061,N,43,3,44,3
03856KHSV,2021-03-03T13:21:00Z,0.061,N,44,3,47,3
03856KHSV,2021-03-03T13:22:00Z,0.064,N,47,3,50,3
03856KHSV,2021-03-03T13:23:00Z,0.064,N,47,3,47,3
03856KHSV,2021-03-03T13:24:00Z,0.063,N,46,3,46,3
03856KHSV,2021-03-03T13:25:00Z,0.065,N,47,2,47,2
03856KHSV,2021-03-03T13:26:00Z,0.065,N,49,2,51,3
03856KHSV,2021-03-03T13:27:00Z,0.063,N,51,2,47,2
03856KHSV,2021-03-03T13:28:00Z,0.061,N,49,2,47,3
03856KHSV,2021-03-03T13:29:00Z,0.061,N,46,2,44,3
03856KHSV,2021-03-03T13:30:00Z,0.06,N,48,2,49,3
03856KHSV,2021-03-03T13:31:00Z,0.058,N,50,3,51,3
03856KHSV,2021-03-03T13:32:00Z,0.057,N,51,3,52,3
03856KHSV,2021-03-03T13:33:00Z,0.056,N,52,3,49,3
03856KHSV,2021-03-03T13:34:00Z,0.056,N,49,3,47,3
03856KHSV,2021-03-03T13:35:00Z,0.056,N,46,3,46,3
03856KHSV,2021-03-03T13:36:00Z,0.058,N,49,3,49,3
03856KHSV,2021-03-03T13:37:00Z,0.058,N,48,3,46,3
03856KHSV,2021-03-03T13:38:00Z,0.062,N,45,3,45,3
03856KHSV,2021-03-03T13:39:00Z,0.062,N,47,3,50,3
03856KHSV,2021-03-03T13:40:00Z,0.065,N,46,2,46,3
03856KHSV,2021-03-03T13:41:00Z,0.064,N,46,2,49,3
03856KHSV,2021-03-03T13:42:00Z,0.062,N,51,2,56,3
03856KHSV,2021-03-03T13:43:00Z,0.061,N,60,3,65,3
03856KHSV,2021-03-03T13:44:00Z,0.06,N,64,2,67,2
03856KHSV,2021-03-03T13:45:00Z,0.062,N,63,2,52,2
03856KHSV,2021-03-03T13:46:00Z,0.061,N,56,2,59,3
03856KHSV,2021-03-03T13:47:00Z,0.061,N,45,2,39,2
03856KHSV,2021-03-03T13:48:00Z,0.06,N,33,2,33,2
03856KHSV,2021-03-03T13:49:00Z,0.06,N,24,2,20,2
03856KHSV,2021-03-03T13:50:00Z,0.061,N,21,2,32,2
03856KHSV,2021-03-03T13:51:00Z,0.062,N,18,2,17,2
03856KHSV,2021-03-03T13:52:00Z,0.061,N,15,2,14,3
03856KHSV,2021-03-03T13:53:00Z,0.061,N,11,2,10,3
03856KHSV,2021-03-03T13:54:00Z,0.063,N,10,2,11,3
03856KHSV,2021-03-03T13:55:00Z,0.065,N,9,2,354,3
03856KHSV,2021-03-03T13:56:00Z,0.066,N,359,3,349,3
03856KHSV,2021-03-03T13:57:00Z,0.073,N,343,3,339,3
03856KHSV,2021-03-03T13:58:00Z,0.078,N,328,3,319,4
03856KHSV,2021-03-03T13:59:00Z,0.082,N,318,3,314,4
03856KHSV,2021-03-03T14:00:00Z,0.084,N,317,3,321,3
03856KHSV,2021-03-03T14:01:00Z,0.085,N,320,3,322,4
03856KHSV,2021-03-03T14:02:00Z,0.088,N,322,4,323,4
03856KHSV,2021-03-03T14:03:00Z,0.092,N,324,4,326,4
03856KHSV,2021-03-03T14:04:00Z,0.091,N,328,4,327,4
03856KHSV,2021-03-03T14:05:00Z,0.084,N,335,3,342,3
03856KHSV,2021-03-03T14:06:00Z,0.077,N,340,3,341,3
03856KHSV,2021-03-03T14:07:00Z,0.075,D,339,3,338,3
03856KHSV,2021-03-03T14:08:00Z,0.074,D,341,3,348,3
03856KHSV,2021-03-03T14:09:00Z,0.073,D,343,3,345,3
03856KHSV,2021-03-03T14:10:00Z,0.075,D,341,3,345,3
03856KHSV,2021-03-03T14:11:00Z,0.079,D,339,2,342,3
03856KHSV,2021-03-03T14:12:00Z,0.079,D,340,2,344,2
03856KHSV,2021-03-03T14:13:00Z,0.082,D,342,2,347,2
03856KHSV,2021-03-03T14:14:00Z,0.082,D,345,2,354,2
03856KHSV,2021-03-03T14:15:00Z,0.08,D,344,2,343,2
03856KHSV,2021-03-03T14:16:00Z,0.079,D,337,1,330,2
03856KHSV,2021-03-03T14:17:00Z,0.078,D,336,1,344,2
03856KHSV,2021-03-03T14:18:00Z,0.083,D,342,1,349,2
03856KHSV,2021-03-03T14:19:00Z,0.084,D,335,1,333,1
03856KHSV,2021-03-03T14:20:00Z,0.083,D,323,1,318,1
03856KHSV,2021-03-03T14:21:00Z,0.084,D,324,1,328,1
03856KHSV,2021-03-03T14:22:00Z,0.088,D,325,1,335,1
03856KHSV,2021-03-03T14:23:00Z,0.085,D,321,1,317,1
03856KHSV,2021-03-03T14:24:00Z,0.079,D,321,1,324,2
03856KHSV,2021-03-03T14:25:00Z,0.076,D,320,1,312,2
03856KHSV,2021-03-03T14:26:00Z,0.076,D,320,1,324,2
03856KHSV,2021-03-03T14:27:00Z,0.075,D,323,1,329,2
03856KHSV,2021-03-03T14:28:00Z,0.074,D,329,1,338,2
03856KHSV,2021-03-03T14:29:00Z,0.073,D,335,1,337,2
03856KHSV,2021-03-03T14:30:00Z,0.074,D,334,1,334,2
03856KHSV,2021-03-03T14:31:00Z,0.076,D,336,1,345,2
03856KHSV,2021-03-03T14:32:00Z,0.076,D,345,1,355,2
03856KHSV,2021-03-03T14:33:00Z,0.077,D,349,1,348,2
03856KHSV,2021-03-03T14:34:00Z,0.08,D,347,1,344,2
03856KHSV,2021-03-03T14:35:00Z,0.08,D,344,2,340,2
03856KHSV,2021-03-03T14:36:00Z,0.08,D,343,2,345,2
03856KHSV,2021-03-03T14:37:00Z,0.078,D,345,2,351,2
03856KHSV,2021-03-03T14:38:00Z,0.077,D,349,1,351,2
03856KHSV,2021-03-03T14:39:00Z,0.076,D,351,1,350,1
03856KHSV,2021-03-03T14:40:00Z,0.075,D,346,1,335,2
03856KHSV,2021-03-03T14:41:00Z,0.077,D,341,1,335,2
03856KHSV,2021-03-03T14:42:00Z,0.08,D,341,1,343,1
03856KHSV,2021-03-03T14:43:00Z,0.08,D,344,1,338,1
03856KHSV,2021-03-03T14:44:00Z,0.082,D,347,1,350,1
03856KHSV,2021-03-03T14:45:00Z,0.08,D,345,1,341,1
03856KHSV,2021-03-03T14:46:00Z,0.08,D,336,1,332,1
03856KHSV,2021-03-03T14:47:00Z,0.079,D,334,1,340,1
03856KHSV,2021-03-03T14:48:00Z,0.082,D,334,1,328,1
03856KHSV,2021-03-03T14:49:00Z,0.08,D,330,1,326,1
03856KHSV,2021-03-03T14:50:00Z,0.084,D,327,1,327,1
03856KHSV,2021-03-03T14:51:00Z,0.082,D,326,1,325,1
03856KHSV,2021-03-03T14:52:00Z,0.084,D,322,1,330,1
03856KHSV,2021-03-03T14:53:00Z,0.085,D,315,1,319,1
03856KHSV,2021-03-03T14:54:00Z,0.086,D,317,1,330,1
03856KHSV,2021-03-03T14:55:00Z,0.09,D,318,1,311,1
03856KHSV,2021-03-03T14:56:00Z,0.087,D,309,1,315,1
03856KHSV,2021-03-03T14:57:00Z,0.104,D,299,1,295,1
03856KHSV,2021-03-03T14:58:00Z,0.123,D,289,1,288,2
03856KHSV,2021-03-03T14:59:00Z,0.129,D,285,2,285,2
03856KHSV,2021-03-03T15:00:00Z,0.132,D,285,2,282,2
03856KHSV,2021-03-03T15:01:00Z,0.13,D,286,2,286,3
03856KHSV,2021-03-03T15:02:00Z,0.129,D,287,2,286,3
03856KHSV,2021-03-03T15:03:00Z,0.132,D,288,3,292,3
03856KHSV,2021-03-03T15:04:00Z,0.127,D,290,3,292,4
03856KHSV,2021-03-03T15:05:00Z,0.128,D,291,3,293,4
03856KHSV,2021-03-03T15:06:00Z,0.134,D,291,3,291,4
03856KHSV,2021-03-03T15:07:00Z,0.134,D,290,3,287,4
03856KHSV,2021-03-03T15:08:00Z,0.135,D,291,3,292,4
03856KHSV,2021-03-03T15:09:00Z,0.139,D,293,3,287,4
03856KHSV,2021-03-03T15:10:00Z,0.137,D,294,3,297,4
03856KHSV,2021-03-03T15:11:00Z,0.121,D,296,4,291,4
03856KHSV,2021-03-03T15:12:00Z,0.108,D,297,4,295,4
03856KHSV,2021-03-03T15:13:00Z,0.104,D,300,4,305,4
03856KHSV,2021-03-03T15:14:00Z,0.1,D,301,3,296,4
03856KHSV,2021-03-03T15:15:00Z,0.097,D,303,4,308,4
03856KHSV,2021-03-03T15:16:00Z,0.1,D,307,4,312,5
03856KHSV,2021-03-03T15:17:00Z,0.101,D,308,4,312,4
03856KHSV,2021-03-03T15:18:00Z,0.103,D,309,4,311,4
03856KHSV,2021-03-03T15:19:00Z,0.098,D,310,4,312,4
03856KHSV,2021-03-03T15:20:00Z,0.097,D,311,4,311,4
03856KHSV,2021-03-03T15:21:00Z,0.097,D,309,4,318,5
03856KHSV,2021-03-03T15:22:00Z,0.093,D,309,4,310,5
03856KHSV,2021-03-03T15:23:00Z,0.089,D,310,4,313,5
03856KHSV,2021-03-03T15:24:00Z,0.084,D,309,4,312,6
03856KHSV,2021-03-03T15:25:00Z,0.077,D,309,5,311,6
03856KHSV,2021-03-03T15:26:00Z,0.072,D,306,5,306,5
03856KHSV,2021-03-03T15:27:00Z,0.073,D,306,5,307,6
03856KHSV,2021-03-03T15:28:00Z,0.066,D,310,5,314,6
03856KHSV,2021-03-03T15:29:00Z,0.064,D,310,5,321,6
03856KHSV,2021-03-03T15:30:00Z,0.061,D,311,5,311,7
03856KHSV,2021-03-03T15:31:00Z,0.062,D,312,6,307,7
03856KHSV,2021-03-03T15:32:00Z,0.06,D,312,6,313,7
03856KHSV,2021-03-03T15:33:00Z,0.06,D,309,6,304,7
03856KHSV,2021-03-03T15:34:00Z,0.06,D,306,6,313,7
03856KHSV,2021-03-03T15:35:00Z,0.06,D,309,6,305,7
03856KHSV,2021-03-03T15:36:00Z,0.062,D,309,6,312,7
03856KHSV,2021-03-03T15:37:00Z,0.057,D,309,6,311,8
03856KHSV,2021-03-03T15:38:00Z,0.058,D,310,7,308,7
03856KHSV,2021-03-03T15:39:00Z,0.058,D,307,6,315,7
03856KHSV,2021-03-03T15:40:00Z,0.063,D,307,6,316,7
03856KHSV,2021-03-03T15:41:00Z,0.061,D,313,6,317,7
03856KHSV,2021-03-03T15:42:00Z,0.06,D,318,5,315,6
03856KHSV,2021-03-03T15:43:00Z,0.06,D,325,5,326,7
03856KHSV,2021-03-03T15:44:00Z,0.058,D,327,6,325,8
03856KHSV,2021-03-03T15:45:00Z,0.069,D,326,6,324,7
03856KHSV,2021-03-03T15:46:00Z,0.061,D,328,5,329,6
03856KHSV,2021-03-03T15:47:00Z,0.053,D,325,5,329,5
03856KHSV,2021-03-03T15:48:00Z,0.053,D,324,4,324,6
03856KHSV,2021-03-03T15:49:00Z,0.056,D,327,5,326,6
03856KHSV,2021-03-03T15:50:00Z,0.054,D,330,5,340,7
03856KHSV,2021-03-03T15:51:00Z,0.056,D,335,5,334,6
03856KHSV,2021-03-03T15:52:00Z,0.056,D,332,5,328,7
03856KHSV,2021-03-03T15:53:00Z,0.059,D,325,6,326,7
03856KHSV,2021-03-03T15:54:00Z,0.053,D,325,6,327,7
03856KHSV,2021-03-03T15:55:00Z,0.052,D,325,6,319,7
03856KHSV,2021-03-03T15:56:00Z,0.053,D,328,6,330,7
03856KHSV,2021-03-03T15:57:00Z,0.052,D,328,6,324,7
03856KHSV,2021-03-03T15:58:00Z,0.057,D,328,6,324,7
03856KHSV,2021-03-03T15:59:00Z,0.055,D,334,6,347,6
03856KHSV,2021-03-03T16:00:00Z,0.055,D,334,6,325,7
03856KHSV,2021-03-03T16:01:00Z,0.051,D,333,6,328,6
03856KHSV,2021-03-03T16:02:00Z,0.054,D,332,6,327,8
03856KHSV,2021-03-03T16:03:00Z,0.053,D,329,7,329,8
03856KHSV,2021-03-03T16:04:00Z,0.053,D,330,7,327,8
03856KHSV,2021-03-03T16:05:00Z,0.053,D,329,7,324,8
03856KHSV,2021-03-03T16:06:00Z,0.055,D,331,7,336,9
03856KHSV,2021-03-03T16:07:00Z,0.053,D,335,7,348,7
03856KHSV,2021-03-03T16:08:00Z,0.05,D,337,6,334,7
03856KHSV,2021-03-03T16:09:00Z,0.05,D,339,6,355,8
03856KHSV,2021-03-03T16:10:00Z,0.055,D,339,7,348,9
03856KHSV,2021-03-03T16:11:00Z,0.056,D,343,8,356,9
03856KHSV,2021-03-03T16:12:00Z,0.055,D,350,8,349,9
03856KHSV,2021-03-03T16:13:00Z,0.054,D,352,8,354,8
03856KHSV,2021-03-03T16:14:00Z,0.054,D,358,8,356,8
03856KHSV,2021-03-03T16:15:00Z,0.055,D,360,7,359,8
03856KHSV,2021-03-03T16:16:00Z,0.053,D,356,6,340,7
03856KHSV,2021-03-03T16:17:00Z,0.052,D,345,6,341,7
03856KHSV,2021-03-03T16:18:00Z,0.053,D,345,6,351,8
03856KHSV,2021-03-03T16:19:00Z,0.058,D,357,6,2,8
03856KHSV,2021-03-03T16:20:00Z,0.056,D,360,7,3,8
03856KHSV,2021-03-03T16:21:00Z,0.054,D,1,7,6,7
03856KHSV,2021-03-03T16:22:00Z,0.055,D,1,6,359,8
03856KHSV,2021-03-03T16:23:00Z,0.053,D,355,6,351,7
03856KHSV,2021-03-03T16:24:00Z,0.056,D,356,5,343,7
03856KHSV,2021-03-03T16:25:00Z,0.054,D,354,6,343,8
03856KHSV,2021-03-03T16:26:00Z,0.052,D,347,6,350,7
03856KHSV,2021-03-03T16:27:00Z,0.056,D,350,6,349,7
03856KHSV,2021-03-03T16:28:00Z,0.057,D,356,6,5,7
03856KHSV,2021-03-03T16:29:00Z,0.058,D,1,6,9,7
03856KHSV,2021-03-03T16:30:00Z,0.055,D,359,5,352,7
03856KHSV,2021-03-03T16:31:00Z,0.055,D,360,5,17,6
03856KHSV,2021-03-03T16:32:00Z,0.056,D,1,5,344,8
03856KHSV,2021-03-03T16:33:00Z,0.053,D,353,6,358,8
03856KHSV,2021-03-03T16:34:00Z,0.053,D,352,7,358,9
03856KHSV,2021-03-03T16:35:00Z,0.053,D,355,6,357,8
03856KHSV,2021-03-03T16:36:00Z,0.05,D,360,6,14,7
03856KHSV,2021-03-03T16:37:00Z,0.05,D,4,6,13,7
03856KHSV,2021-03-03T16:38:00Z,0.053,D,356,6,347,8
03856KHSV,2021-03-03T16:39:00Z,0.054,D,351,7,357,8
03856KHSV,2021-03-03T16:40:00Z,0.05,D,360,7,9,8
03856KHSV,2021-03-03T16:41:00Z,0.051,D,5,6,8,8
03856KHSV,2021-03-03T16:42:00Z,0.051,D,8,6,9,7
03856KHSV,2021-03-03T16:43:00Z,0.051,D,7,6,2,7
03856KHSV,2021-03-03T16:44:00Z,0.05,D,357,6,347,7
03856KHSV,2021-03-03T16:45:00Z,0.051,D,349,6,350,8
03856KHSV,2021-03-03T16:46:00Z,0.05,D,346,6,0,7
03856KHSV,2021-03-03T16:47:00Z,0.051,D,345,6,346,7
03856KHSV,2021-03-03T16:48:00Z,0.053,D,343,6,355,8
03856KHSV,2021-03-03T16:49:00Z,0.051,D,350,6,353,8
03856KHSV,2021-03-03T16:50:00Z,0.05,D,354,6,350,7
03856KHSV,2021-03-03T16:51:00Z,0.05,D,360,6,11,7
03856KHSV,2021-03-03T16:52:00Z,0.05,D,354,6,336,8
03856KHSV,2021-03-03T16:53:00Z,0.05,D,337,6,336,8
03856KHSV,2021-03-03T16:54:00Z,0.053,D,330,7,323,8
03856KHSV,2021-03-03T16:55:00Z,0.052,D,326,7,324,7
03856KHSV,2021-03-03T16:56:00Z,0.051,D,332,6,329,7
03856KHSV,2021-03-03T16:57:00Z,0.053,D,341,5,343,6
03856KHSV,2021-03-03T16:58:00Z,0.05,D,342,5,329,7
03856KHSV,2021-03-03T16:59:00Z,0.052,D,342,6,333,8
03856KHSV,2021-03-03T17:00:00Z,0.053,D,345,6,2,7
03856KHSV,2021-03-03T17:01:00Z,0.05,D,333,5,318,6
03856KHSV,2021-03-03T17:02:00Z,0.054,D,321,6,327,8
03856KHSV,2021-03-03T17:03:00Z,0.051,D,332,7,346,9
03856KHSV,2021-03-03T17:04:00Z,0.052,D,336,6,331,8
03856KHSV,2021-03-03T17:05:00Z,0.05,D,326,6,315,8
03856KHSV,2021-03-03T17:06:00Z,0.05,D,322,7,320,9
03856KHSV,2021-03-03T17:07:00Z,0.05,D,323,8,324,9
03856KHSV,2021-03-03T17:08:00Z,0.05,D,326,7,329,8
03856KHSV,2021-03-03T17:09:00Z,0.05,D,329,7,329,7
03856KHSV,2021-03-03T17:10:00Z,0.05,D,335,6,327,8
03856KHSV,2021-03-03T17:11:00Z,0.05,D,335,7,326,9
