aircraft,aircraft_code,engine,power_code,description,power_1,unit_1,power_2,unit_2,power_3,unit_3,interpolation,operation_type
GULF-GIIB,C05901,SPEY MK511-8,FC05901061V,INTERMEDIATE,8000.00,LBS,"","","","",VARIABLE,FLIGHT
GULF-GIIB,C05901,SPEY MK511-8,FC05901131V,TRAFFIC PATTERN,6000.00,LBS,"","","","",VARIABLE,FLIGHT
MU-3001,C06001,TF JT15D-5,FC06001031V,TAKEOFF,2100.00,LBS,"","","","",VARIABLE,FLIGHT
MU-3001,C06001,TF JT15D-5,FC06001041V,CRUISE,1500.00,LBS,"","","","",VARIABLE,FLIGHT
MU-3001,C06001,TF JT15D-5,FC06001051V,LANDING,670.00,LBS,"","","","",VARIABLE,FLIGHT
CL-601,C06101,TF CF34-3A,FC06101031V,TAKEOFF,6000.00,LBS,"","","","",VARIABLE,FLIGHT
CL-601,C06101,TF CF34-3A,FC06101041V,CRUISE,3000.00,LBS,"","","","",VARIABLE,FLIGHT
CL-601,C06101,TF CF34-3A,FC06101051V,LANDING,2000.00,LBS,"","","","",VARIABLE,FLIGHT
CL-601,C06101,TF CF34-3A,FC06101061V,INTERMEDIATE,5000.00,LBS,"","","","",VARIABLE,FLIGHT
CL-601,C06101,TF CF34-3A,FC06101131V,TRAFFIC PATTERN,4000.00,LBS,"","","","",VARIABLE,FLIGHT
ASTRA-1125,C06201,GARRETT TFE 731-3A,FC06201031V,TAKEOFF,95.50,% RPM,"","","","",VARIABLE,FLIGHT
ASTRA-1125,C06201,GARRETT TFE 731-3A,FC06201041V,CRUISE,86.60,% RPM,"","","","",VARIABLE,FLIGHT
ASTRA-1125,C06201,GARRETT TFE 731-3A,FC06201051V,LANDING,69.20,% RPM,"","","","",VARIABLE,FLIGHT
ELECTRA-188,C06301,T56-A-7/501-D13,FC06301031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
ELECTRA-188,C06301,T56-A-7/501-D13,FC06301051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-8*,C06401,PW121,FC06401051V,APPROACH POWER,35.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-8*,C06401,PW121,FC06401041P,CRUISE POWER,40.00,% RPM,"","","","",PARALLEL,FLIGHT
DHC-8*,C06401,PW121,FC06401061V,INTERMEDIATE POWER,90.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-8*,C06401,PW121,FC06401031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-7,C06501,TP PT6A-50,FC06501031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-7,C06501,TP PT6A-50,FC06501051V,LANDING,28.00,% RPM,"","","","",VARIABLE,FLIGHT
CONVAIR-580,C06601,ALLISON 501-D13,FC06601031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
CONVAIR-580,C06601,ALLISON 501-D13,FC06601051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
BAE-HS-748,C06701,RR DART MK532,FC06701031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
BAE-HS-748,C06701,RR DART MK532,FC06701041V,CRUISE,73.00,% RPM,"","","","",VARIABLE,FLIGHT
BAE-HS-748,C06701,RR DART MK532,FC06701051V,LANDING,32.00,% RPM,"","","","",VARIABLE,FLIGHT
SHORTS SD3-30,C06801,TP PT6A-45AR,FC06801031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
SHORTS SD3-30,C06801,TP PT6A-45AR,FC06801041V,CRUISE,65.00,% RPM,"","","","",VARIABLE,FLIGHT
SHORTS SD3-30,C06801,TP PT6A-45AR,FC06801051V,LANDING,35.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-6,C06901,TP PT6A-27,FC06901031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-6,C06901,TP PT6A-27,FC06901051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
DC-6 R2800,C07001,R2800-CB17,FC07001031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DC-6 R2800,C07001,R2800-CB17,FC07001051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
DC-3 R2800,C07101,PIST>12500,FC07101031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DC-3 R2800,C07101,PIST>12500,FC07101051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
SAAB-340,C07201,TP GE CT7-9B,FC07201031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
SAAB-340,C07201,TP GE CT7-9B,FC07201041V,CRUISE,85.00,% RPM,"","","","",VARIABLE,FLIGHT
SAAB-340,C07201,TP GE CT7-9B,FC07201051V,LANDING,35.00,% RPM,"","","","",VARIABLE,FLIGHT
CESSNA-441 TPROP,C07301,TPE331-8,FC07301031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
CESSNA-441 TPROP,C07301,TPE331-8,FC07301051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
GASEPV VAR PTCH,C07401,VAR PITCH PROP,FC07401031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
GASEPV VAR PTCH,C07401,VAR PITCH PROP,FC07401051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
GASEPF FIX PITCH,C07501,FIXED PITCH PROP,FC07501031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
GASEPF FIX PITCH,C07501,FIXED PITCH PROP,FC07501051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
BEECH BARON 58P,C07601,TS10-520-L,FC07601031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
BEECH BARON 58P,C07601,TS10-520-L,FC07601051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
COMPOS 1985 PISTON,C07701,1985 FLEET,FC07701031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
COMPOS 1985 PISTON,C07701,1985 FLEET,FC07701051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
HERCULES-380,C08101,T56-A-15,FC08101031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
HERCULES-380,C08101,T56-A-15,FC08101051V,LANDING,28.00,% RPM,"","","","",VARIABLE,FLIGHT
B-747-20A*,C08301,JT9D-7A,FC08301051V,APPROACH POWER,8560.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20A*,C08301,JT9D-7A,FC08301041V,CRUISE POWER,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20A*,C08301,JT9D-7A,FC08301131V,TRAFFIC PATTERN,24370.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20A*,C08301,JT9D-7A,FC08301061V,INTERMEDIATE POWER,34850.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20A*,C08301,JT9D-7A,FC08301141V,INTERMED POWER (MIL),40240.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20A*,C08301,JT9D-7A,FC08301031V,TAKEOFF POWER,44940.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-400*,C08401,PW4056,FC08401051V,APPROACH POWER,8000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-400*,C08401,PW4056,FC08401041V,CRUISE POWER,16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-400*,C08401,PW4056,FC08401131V,TRAFFIC PATTERN,26000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-400*,C08401,PW4056,FC08401061V,INTERMEDIATE POWER,32000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-400*,C08401,PW4056,FC08401141V,INTERMED POWER (MIL),40000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-400*,C08401,PW4056,FC08401031V,TAKEOFF POWER,46000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501051V,IDLE POWER,2500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501041P,APPROACH POWER,5500.00,LBS,"","","","",PARALLEL,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501151V,6500 LBS POWER,6500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501131V,TRAFFIC PATTERN,9000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501071V,11500 LBS POWER,11500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501061V,INTERMEDIATE POWER,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501141V,16500 LBS POWER,16500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-400*,C08501,CFM56-3C-1,FC08501031V,19000 LBS POWER,19000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601051V,IDLE POWER,2500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601041P,APPROACH POWER,5500.00,LBS,"","","","",PARALLEL,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601151V,6500 LBS POWER,6500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601131V,TRAFFIC PATTERN,9000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601071V,11500 LBS POWER,11500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601061V,INTERMEDIATE POWER,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601141V,16500 LBS POWER,16500.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-500*,C08601,CFM56-3B-1,FC08601031V,19000 LBS POWER,19000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201021V,IDLE POWER,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201011P,APPROACH POWER,5000.00,LBS,"","","","",PARALLEL,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201031V,TRAFFIC PATTERN,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201041V,INTERMEDIATE POWER,13000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201051V,INTERMED POWER (MIL),16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201061V,19000 LBS POWER,19000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-700*,C10201,CFM56-7B-24,FC10201071V,TAKEOFF POWER,23500.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-300*,C08701,PW4060,FC08701051V,APPROACH POWER,7000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-300*,C08701,PW4060,FC08701041V,CRUISE POWER,12000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-300*,C08701,PW4060,FC08701131V,TRAFFIC PATTERN,17000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-300*,C08701,PW4060,FC08701061V,INTERMEDIATE POWER,25000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-300*,C08701,PW4060,FC08701141V,INTERMED POWER (MIL),33000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-300*,C08701,PW4060,FC08701031V,TAKEOFF POWER,41000.00,LBS,"","","","",VARIABLE,FLIGHT
CITATIONX*,C10301,RR AE 3007,FC10301011V,IDLE POWER,1100.00,LBS,"","","","",VARIABLE,FLIGHT
CITATIONX*,C10301,RR AE 3007,FC10301021V,APPROACH POWER,1400.00,LBS,"","","","",VARIABLE,FLIGHT
CITATIONX*,C10301,RR AE 3007,FC10301031V,CRUISE POWER,1900.00,LBS,"","","","",VARIABLE,FLIGHT
CITATIONX*,C10301,RR AE 3007,FC10301041V,TRAFFIC PATTERN,3500.00,LBS,"","","","",VARIABLE,FLIGHT
CITATIONX*,C10301,RR AE 3007,FC10301051V,INTERMEDIATE POWER,4500.00,LBS,"","","","",VARIABLE,FLIGHT
CITATIONX*,C10301,RR AE 3007,FC10301061V,TAKEOFF POWER,5500.00,LBS,"","","","",VARIABLE,FLIGHT
BAE-300*,C08801,ALF502R-5,FC08801051V,APPROACH POWER,1600.00,LBS,"","","","",VARIABLE,FLIGHT
BAE-300*,C08801,ALF502R-5,FC08801031V,TAKEOFF POWER,5200.00,LBS,"","","","",VARIABLE,FLIGHT
F10062*,C08901,TAY 620-15,FC08901051V,APPROACH POWER,4496.00,LBS,"","","","",VARIABLE,FLIGHT
F10062*,C08901,TAY 620-15,FC08901031V,TAKEOFF POWER,13489.00,LBS,"","","","",VARIABLE,FLIGHT
F10065*,C09001,TAY 650-15,FC09001051V,APPROACH POWER,4496.00,LBS,"","","","",VARIABLE,FLIGHT
F10065*,C09001,TAY 650-15,FC09001031V,TAKEOFF POWER,13488.00,LBS,"","","","",VARIABLE,FLIGHT
CIT3*,C09501,TFE731-3-100S,FC09501051V,APPROACH POWER,880.00,LBS,"","","","",VARIABLE,FLIGHT
CIT3*,C09501,TFE731-3-100S,FC09501041V,CRUISE POWER,2300.00,LBS,"","","","",VARIABLE,FLIGHT
CIT3*,C09501,TFE731-3-100S,FC09501031V,TAKEOFF POWER,3000.00,LBS,"","","","",VARIABLE,FLIGHT
GIV*,C09601,TAY 611,FC09601051V,APPROACH POWER,4496.00,LBS,"","","","",VARIABLE,FLIGHT
GIV*,C09601,TAY 611,FC09601031V,TAKEOFF POWER,13489.00,LBS,"","","","",VARIABLE,FLIGHT
A320*,C09701,CFM56-5A-1,FC09701051V,APPROACH POWER,8992.00,LBS,"","","","",VARIABLE,FLIGHT
A320*,C09701,CFM56-5A-1,FC09701041V,CRUISE POWER,15737.00,LBS,"","","","",VARIABLE,FLIGHT
A320*,C09701,CFM56-5A-1,FC09701031V,TAKEOFF POWER,20233.00,LBS,"","","","",VARIABLE,FLIGHT
FALCON 20*,C09801,CF700-2D-2,FC09801051V,IDLE POWER,850.00,LBS,"","","","",VARIABLE,FLIGHT
FALCON 20*,C09801,CF700-2D-2,FC09801041P,APPROACH POWER,1500.00,LBS,"","","","",PARALLEL,FLIGHT
FALCON 20*,C09801,CF700-2D-2,FC09801061V,INTERMEDIATE POWER,2500.00,LBS,"","","","",VARIABLE,FLIGHT
FALCON 20*,C09801,CF700-2D-2,FC09801031V,TAKEOFF POWER,3750.00,LBS,"","","","",VARIABLE,FLIGHT
DHC-830*,C09901,PW123,FC09901051V,IDLE POWER,35.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-830*,C09901,PW123,FC09901041P,APPROACH POWER,40.00,% RPM,"","","","",PARALLEL,FLIGHT
DHC-830*,C09901,PW123,FC09901031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DHC-830*,C09901,PW123,FC09901021V,150% RPM,150.00,% RPM,"","","","",VARIABLE,FLIGHT
B-727-EM7,C10001,JT8D-7 EM-BI,FC10001031V,TAKEOFF POWER,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM7,C10001,JT8D-7 EM-BI,FC10001141V,INTERMED POWER (MIL),12000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM7,C10001,JT8D-7 EM-BI,FC10001061V,INTERMEDIATE POWER,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM7,C10001,JT8D-7 EM-BI,FC10001131V,TRAFFIC PATTERN,7000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM7,C10001,JT8D-7 EM-BI,FC10001041V,CRUISE POWER,5000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM7,C10001,JT8D-7 EM-BI,FC10001051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM5,C10101,JT8D-15 EM-BI,FC10101031V,TAKEOFF POWER,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM5,C10101,JT8D-15 EM-BI,FC10101141V,INTERMED POWER (MIL),12000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM5,C10101,JT8D-15 EM-BI,FC10101061V,INTERMEDIATE POWER,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM5,C10101,JT8D-15 EM-BI,FC10101131V,TRAFFIC PATTERN,7000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM5,C10101,JT8D-15 EM-BI,FC10101041V,CRUISE POWER,5000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-EM5,C10101,JT8D-15 EM-BI,FC10101051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902011F,AFTERBURNER POWER,150.00,% ETR,"","","","",FIXED,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902031V,MIL POWER,100.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902041V,TRAFFIC PATTERN,55.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902051P,APPROACH POWER LOW,40.00,% ETR,"","","","",PARALLEL,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902061V,INTERMEDIATE POWER,75.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902091P,APPROACH POWER HIGH,54.00,% ETR,"","","","",PARALLEL,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902341V,FLIGHT IDLE POWER,15.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35A,M08902,F-135-PW-100,FM08902351V,LEVEL FLIGHT POWER,27.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903011F,AFTERBURNER POWER,150.00,% ETR,"","","","",FIXED,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903031V,MIL POWER,100.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903041V,TRAFFIC PATTERN,55.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903051P,APPROACH POWER LOW,40.00,% ETR,"","","","",PARALLEL,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903061V,INTERMEDIATE POWER,75.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903091P,APPROACH POWER HIGH,55.00,% ETR,"","","","",PARALLEL,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903101V,APPROACH PWR CLEAN,40.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903131F,MODE4 1kFT 180kts,82.00,% ETR,"","","","",FIXED,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903141F,MODE4 500FT 120kts,83.00,% ETR,"","","","",FIXED,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903341V,FLIGHT IDLE POWER,15.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35B,M08903,F-135-PW-600,FM08903351V,LEVEL FLIGHT POWER,29.00,% ETR,"","","","",VARIABLE,FLIGHT
KC-46X,C10401,PW4062,FC10401031V,TAKEOFF POWER,102.00,% N1,"","","","",VARIABLE,FLIGHT
KC-46X,C10401,PW4062,FC10401051V,APPROACH POWER,60.00,% N1,"","","","",VARIABLE,FLIGHT
KC-46X,C10401,PW4062,FC10401061V,INTERMEDIATE POWER,85.00,% N1,"","","","",VARIABLE,FLIGHT
KC-46X,C10401,PW4062,FC10401131V,TRAFFIC PATTERN,70.00,% N1,"","","","",VARIABLE,FLIGHT
